title,url
The ideal job for a SQTalker?,http://www.sqtalk.com/forum/forum/general/small-talk/12915-
INTERPOL,http://www.sqtalk.com/forum/forum/general/small-talk/12909-
Boeing Desperately Trying To Clear Early 787s,http://www.sqtalk.com/forum/forum/general/small-talk/12889-
Class 5 Ectoplasmic Entity,http://www.sqtalk.com/forum/forum/general/small-talk/12886-
When a Gulfstream just wouldn't do...,http://www.sqtalk.com/forum/forum/general/small-talk/12865-
Your Private 747 Needs A Personal Elevator,http://www.sqtalk.com/forum/forum/general/small-talk/12883-
How to Survive a Plane Crash,http://www.sqtalk.com/forum/forum/general/small-talk/12881-
Luggage catches fire on airport conveyor belt,http://www.sqtalk.com/forum/forum/general/small-talk/12846-
B77W 1:60 scale Manila Folder model,http://www.sqtalk.com/forum/forum/general/small-talk/12833-
Airbus to Customers: Your $200 Million Plane Is Not a Lemon,http://www.sqtalk.com/forum/forum/general/small-talk/12748-
Letter Of Apology,http://www.sqtalk.com/forum/forum/general/small-talk/12776-
Some crazy Swedes in an audacious German plan,http://www.sqtalk.com/forum/forum/general/small-talk/12775-
How an Engineer Earned 1.25 Million Air Miles By Buying Pudding,http://www.sqtalk.com/forum/forum/general/small-talk/12744-
Positive Mindset & Visualisation Story,http://www.sqtalk.com/forum/forum/general/small-talk/12749-
Good availability Savers in Suites,http://www.sqtalk.com/forum/forum/general/small-talk/12722-
NFL in London Every Other Week?!?,http://www.sqtalk.com/forum/forum/general/small-talk/12690-
Size matters - Airbus vs Boeing,http://www.sqtalk.com/forum/forum/general/small-talk/12703-
iPad Air and Mini Retina @ SIN,http://www.sqtalk.com/forum/forum/general/small-talk/12704-
Fat Man's belly almost hits tray table in front,http://www.sqtalk.com/forum/forum/general/small-talk/12697-
Expert Flyer vs. KVS Tool,http://www.sqtalk.com/forum/forum/general/small-talk/6702-
Interesting tech,http://www.sqtalk.com/forum/forum/general/small-talk/12685-
787-9 roll-out,http://www.sqtalk.com/forum/forum/general/small-talk/12553-
Best safety video out there!,http://www.sqtalk.com/forum/forum/general/small-talk/898-
Travel Alert for ME and Africa,http://www.sqtalk.com/forum/forum/general/small-talk/12570-
Airbus A350 in the flesh,http://www.sqtalk.com/forum/forum/general/small-talk/12492-
FlightShare,http://www.sqtalk.com/forum/forum/general/small-talk/12565-
"EADS, who?",http://www.sqtalk.com/forum/forum/general/small-talk/12564-
What's your hobby?,http://www.sqtalk.com/forum/forum/general/small-talk/9853-
TWA conspiracy theory,http://www.sqtalk.com/forum/forum/general/small-talk/12514-
Chinese luggage handling,http://www.sqtalk.com/forum/forum/general/small-talk/12510-
Paris Air Show - sideshow - From 2011,http://www.sqtalk.com/forum/forum/general/small-talk/12506-
#SgHaze Twitter Trend Jokes,http://www.sqtalk.com/forum/forum/general/small-talk/12509-
Can I take sambal into the US?,http://www.sqtalk.com/forum/forum/general/small-talk/12393-
Recommend a Travel Insurance,http://www.sqtalk.com/forum/forum/general/small-talk/12426-
For SQ11 fans,http://www.sqtalk.com/forum/forum/general/small-talk/12443-
Sounds heard after push back,http://www.sqtalk.com/forum/forum/general/small-talk/12266-
Situation in Korea,http://www.sqtalk.com/forum/forum/general/small-talk/12368-
I just have to share the jokes.....,http://www.sqtalk.com/forum/forum/general/small-talk/12412-
"Datuk Tony 1, Sir Richard 0",http://www.sqtalk.com/forum/forum/general/small-talk/8468-
The new generation of J,http://www.sqtalk.com/forum/forum/general/small-talk/12250-
Look what I found! Pics from all over.. :),http://www.sqtalk.com/forum/forum/general/small-talk/4228-
recording screen shots,http://www.sqtalk.com/forum/forum/general/small-talk/12229-
"Great British Air, FlyLo and Our Lady Air grounded",http://www.sqtalk.com/forum/forum/general/small-talk/12222-
renewing Singapore passport in uk,http://www.sqtalk.com/forum/forum/general/small-talk/12219-
need help to check on price at changi airside,http://www.sqtalk.com/forum/forum/general/small-talk/12200-
Why airline loyalty programs aren't loyal to you,http://www.sqtalk.com/forum/forum/general/small-talk/12172-
buying panadol nurofen in thailand,http://www.sqtalk.com/forum/forum/general/small-talk/12145-
Cooking a goose!,http://www.sqtalk.com/forum/forum/general/small-talk/12134-
Row 1 overhead lockers on A320,http://www.sqtalk.com/forum/forum/general/small-talk/12082-
Japan: reasons I love coming here,http://www.sqtalk.com/forum/forum/general/small-talk/12046-
Skytrax being taken seriously,http://www.sqtalk.com/forum/forum/general/small-talk/12062-
SIA Panda Bears - Kai Kai & Jia Jia,http://www.sqtalk.com/forum/forum/general/small-talk/12050-
The Global Churrascaria Review Thread,http://www.sqtalk.com/forum/forum/general/small-talk/7727-
OCBC Elite World Card,http://www.sqtalk.com/forum/forum/general/small-talk/11929-
1 pilot or no pilot,http://www.sqtalk.com/forum/forum/general/small-talk/12000-
good passport holder,http://www.sqtalk.com/forum/forum/general/small-talk/11955-
Up In The Air,http://www.sqtalk.com/forum/forum/general/small-talk/11910-
The best compact camera,http://www.sqtalk.com/forum/forum/general/small-talk/8693-
Any views Samsonite Cosmolite or Titan X2 or Antler Liquis?,http://www.sqtalk.com/forum/forum/general/small-talk/11851-
"Happy National Day, Singapore!",http://www.sqtalk.com/forum/forum/general/small-talk/11858-
Free Lifetime Premier Membership to UsingMiles.com,http://www.sqtalk.com/forum/forum/general/small-talk/11856-
Funny Drawings from the Flight from New York to Berlin (14 pics),http://www.sqtalk.com/forum/forum/general/small-talk/9182-
Confessions of an air stewardess,http://www.sqtalk.com/forum/forum/general/small-talk/11544-
Time Lapse Shows How Rolls-Royce Builds Its Jet Engines,http://www.sqtalk.com/forum/forum/general/small-talk/11830-
Suggestions to help SQ reduce weight (thus fuel consumption)on their aircraft,http://www.sqtalk.com/forum/forum/general/small-talk/11732-
So you think you're a seasoned traveller?,http://www.sqtalk.com/forum/forum/general/small-talk/11792-
Something to cheer the weekend in ...,http://www.sqtalk.com/forum/forum/general/small-talk/11812-
Duty Free Advice - buy in Dubai or wait for Singapore,http://www.sqtalk.com/forum/forum/general/small-talk/11629-
No Fuel Surcharges ex-Brazil,http://www.sqtalk.com/forum/forum/general/small-talk/11563-
BA London Calling,http://www.sqtalk.com/forum/forum/general/small-talk/11736-
AmEx Corporate Travel,http://www.sqtalk.com/forum/forum/general/small-talk/11709-
RIP Mr. Cheng,http://www.sqtalk.com/forum/forum/general/small-talk/11651-
My little attempt at sweets...,http://www.sqtalk.com/forum/forum/general/small-talk/11684-
My little attempt at Chinese...,http://www.sqtalk.com/forum/forum/general/small-talk/11691-
My little attempt at Japanese...,http://www.sqtalk.com/forum/forum/general/small-talk/11683-
My little attempt at pasta....,http://www.sqtalk.com/forum/forum/general/small-talk/11682-
Full 5th Freedom liberalisation within ASEAN by 1 Jan 2011,http://www.sqtalk.com/forum/forum/general/small-talk/8764-
Seat belt sign?,http://www.sqtalk.com/forum/forum/general/small-talk/11638-
Pilots can't get along with each other nowadays...,http://www.sqtalk.com/forum/forum/general/small-talk/11572-
St Maarten,http://www.sqtalk.com/forum/forum/general/small-talk/11546-
Prepaid Visa/Mastercard in the US,http://www.sqtalk.com/forum/forum/general/small-talk/11523-
Minimum Time For Transit,http://www.sqtalk.com/forum/forum/general/small-talk/11498-
"TSA lock, is it safe?",http://www.sqtalk.com/forum/forum/general/small-talk/11465-
Question about Security-Friendly bags...,http://www.sqtalk.com/forum/forum/general/small-talk/11464-
I have a question about...[fastest speed you've travelled],http://www.sqtalk.com/forum/forum/general/small-talk/7825-
Any perspectives on the Costa Concordia?,http://www.sqtalk.com/forum/forum/general/small-talk/11282-
Fare bucket availability tool?,http://www.sqtalk.com/forum/forum/general/small-talk/11374-
Best Looking Special Livery plane,http://www.sqtalk.com/forum/forum/general/small-talk/5890-
US ESTA,http://www.sqtalk.com/forum/forum/general/small-talk/11351-
RIP Whitney Houston,http://www.sqtalk.com/forum/forum/general/small-talk/11331-
Tiger Airbus in Mandala colours,http://www.sqtalk.com/forum/forum/general/small-talk/11250-
Meet the Boeing family of wide body jetliners,http://www.sqtalk.com/forum/forum/general/small-talk/11314-
Airbus A330 revamp to challenge Boeing,http://www.sqtalk.com/forum/forum/general/small-talk/11300-
The Best Service In The World,http://www.sqtalk.com/forum/forum/general/small-talk/11281-
Arrival Immigration Cards question...,http://www.sqtalk.com/forum/forum/general/small-talk/11236-
Vortex Research,http://www.sqtalk.com/forum/forum/general/small-talk/11235-
Apple SG store 1-day sale,http://www.sqtalk.com/forum/forum/general/small-talk/11223-
Random UK wireless modem issue,http://www.sqtalk.com/forum/forum/general/small-talk/11220-
Paid Club Floor Upgrade,http://www.sqtalk.com/forum/forum/general/small-talk/11209-
Ever spend New Year on-board?,http://www.sqtalk.com/forum/forum/general/small-talk/11203-
"Peranakan Food - Nyonya ""Chang"" (bamboo leaf wrapped glutinous rice dumpling)",http://www.sqtalk.com/forum/forum/general/small-talk/10744-
Dear Leader is dead!,http://www.sqtalk.com/forum/forum/general/small-talk/11186-
Friday afternoon levity ...,http://www.sqtalk.com/forum/forum/general/small-talk/11179-
Inside Hillary Clinton’s C-17 to Libya,http://www.sqtalk.com/forum/forum/general/small-talk/11172-
ETOPS 330,http://www.sqtalk.com/forum/forum/general/small-talk/11167-
747s from SIN to PEK/ICN?,http://www.sqtalk.com/forum/forum/general/small-talk/11129-
Double Accruals,http://www.sqtalk.com/forum/forum/general/small-talk/11115-
Warsaw Airport Closed Following Incident,http://www.sqtalk.com/forum/forum/general/small-talk/11035-
Apple Launches the Ipad2,http://www.sqtalk.com/forum/forum/general/small-talk/10066-
"""What about oneworld"" and other fav quotes from the road",http://www.sqtalk.com/forum/forum/general/small-talk/10960-
RIP steve...you changed the world,http://www.sqtalk.com/forum/forum/general/small-talk/10952-
UK passport renewal,http://www.sqtalk.com/forum/forum/general/small-talk/10894-
FOREX ON Credit Card,http://www.sqtalk.com/forum/forum/general/small-talk/10899-
IMF economy warnings: Time to panic?,http://www.sqtalk.com/forum/forum/general/small-talk/10905-
Points.com,http://www.sqtalk.com/forum/forum/general/small-talk/10901-
Boeing 747-8 Hits ’Horrendous’ Setback as Cargolux Puts Off First Delivery,http://www.sqtalk.com/forum/forum/general/small-talk/10880-
New museum plan for last Concorde,http://www.sqtalk.com/forum/forum/general/small-talk/10897-
Passport question,http://www.sqtalk.com/forum/forum/general/small-talk/10889-
Security Scare at SYD Domestic T3,http://www.sqtalk.com/forum/forum/general/small-talk/10882-
Pregnant + flying,http://www.sqtalk.com/forum/forum/general/small-talk/10881-
silly question on air tickets,http://www.sqtalk.com/forum/forum/general/small-talk/10621-
SQ girls vs MH girls,http://www.sqtalk.com/forum/forum/general/small-talk/1981-
SIN-TPE flight path,http://www.sqtalk.com/forum/forum/general/small-talk/10801-
Krisshop and Mail Order,http://www.sqtalk.com/forum/forum/general/small-talk/8803-
Boeing launches the 737MAX,http://www.sqtalk.com/forum/forum/general/small-talk/10809-
Buying an apple product for someone in the US,http://www.sqtalk.com/forum/forum/general/small-talk/10770-
Most novel feature in your hotel room...?,http://www.sqtalk.com/forum/forum/general/small-talk/10740-
Heathrow's in-house writer revels in romance of flight,http://www.sqtalk.com/forum/forum/general/small-talk/10713-
Pilot's Eye TV - was I the last to find out about this??,http://www.sqtalk.com/forum/forum/general/small-talk/10678-
"?Complicated routing, need help (newbie)",http://www.sqtalk.com/forum/forum/general/small-talk/10665-
Problems With Photobucket,http://www.sqtalk.com/forum/forum/general/small-talk/10664-
Getting Mobile Wireless Data in San Francisco,http://www.sqtalk.com/forum/forum/general/small-talk/10643-
Delta Jets collide at Boston,http://www.sqtalk.com/forum/forum/general/small-talk/10637-
80% of China airline's blankets not washed,http://www.sqtalk.com/forum/forum/general/small-talk/10616-
"Planes collide in midair, land safely",http://www.sqtalk.com/forum/forum/general/small-talk/10624-
Let me rant a little,http://www.sqtalk.com/forum/forum/general/small-talk/10608-
Hertz Offers,http://www.sqtalk.com/forum/forum/general/small-talk/2131-
New Camera that lets you focus AFTER you shoot?? - Interesting!,http://www.sqtalk.com/forum/forum/general/small-talk/10546-
Best Airlines in the World.....,http://www.sqtalk.com/forum/forum/general/small-talk/10544-
Airbus unveils 'see-through' airplane of the future,http://www.sqtalk.com/forum/forum/general/small-talk/10518-
Nepalese accused of raping SIA stewardess in HK,http://www.sqtalk.com/forum/forum/general/small-talk/10499-
North Korea ranked the happiest place to live... US dead last. Time to move guys!,http://www.sqtalk.com/forum/forum/general/small-talk/10478-
Breaking News: LKY is retiring,http://www.sqtalk.com/forum/forum/general/small-talk/10184-
Icelandic volcano (hopefully ok this time),http://www.sqtalk.com/forum/forum/general/small-talk/10430-
24 Hours of Las Vegas Time-lapse Photography,http://www.sqtalk.com/forum/forum/general/small-talk/10435-
Peranakan Food - Kuih Talam (literally - tray pastry),http://www.sqtalk.com/forum/forum/general/small-talk/10411-
"Emirates A380 hit by lightning, on video",http://www.sqtalk.com/forum/forum/general/small-talk/10394-
"TU-154 out of control, Dangling in the air",http://www.sqtalk.com/forum/forum/general/small-talk/10357-
"SQ's ""Memorabilia""",http://www.sqtalk.com/forum/forum/general/small-talk/10127-
Little Britain in the sky,http://www.sqtalk.com/forum/forum/general/small-talk/9955-
Can I collect mileage on an air pass?,http://www.sqtalk.com/forum/forum/general/small-talk/10366-
Looks like they finally got him,http://www.sqtalk.com/forum/forum/general/small-talk/10358-
Air France A380 collided with a CRJ during taxiing in JFK,http://www.sqtalk.com/forum/forum/general/small-talk/10299-
"U.S. Airline Passengers May Get $1,300 for Bumped Flights",http://www.sqtalk.com/forum/forum/general/small-talk/10323-
SQT 2011 F1 Season thread,http://www.sqtalk.com/forum/forum/general/small-talk/10028-
Paying for US goods with non-US credit card,http://www.sqtalk.com/forum/forum/general/small-talk/10313-
Does anyone out there actually enjoy flying??,http://www.sqtalk.com/forum/forum/general/small-talk/10169-
Singaporean and Malaysian food - differences ?,http://www.sqtalk.com/forum/forum/general/small-talk/10235-
Google buys ITA Software... with conditions,http://www.sqtalk.com/forum/forum/general/small-talk/10229-
Boeing Says It Didn’t Expect Cracks in 737s So Soon,http://www.sqtalk.com/forum/forum/general/small-talk/10206-
Demand for flights between SE Asia and Brazil/S. America,http://www.sqtalk.com/forum/forum/general/small-talk/10218-
ANZ Pioneers New Weight Concept,http://www.sqtalk.com/forum/forum/general/small-talk/10183-
Communicating across the oceans,http://www.sqtalk.com/forum/forum/general/small-talk/10180-
Tsunami Hits Japan,http://www.sqtalk.com/forum/forum/general/small-talk/10104-
Air China Becomes 3rd Customer For Boeing 747-8 Passenger Jets,http://www.sqtalk.com/forum/forum/general/small-talk/10089-
48 hour sale S$34.75 for half hour flight simulation,http://www.sqtalk.com/forum/forum/general/small-talk/10112-
Toddler put in plane overhead locker!,http://www.sqtalk.com/forum/forum/general/small-talk/10087-
Intra-SE Asia tag-on sector Master List,http://www.sqtalk.com/forum/forum/general/small-talk/9987-
It just keeps raining in Brisbane,http://www.sqtalk.com/forum/forum/general/small-talk/10070-
I'm walking in Memphis....,http://www.sqtalk.com/forum/forum/general/small-talk/10064-
The 'Best City in Australia',http://www.sqtalk.com/forum/forum/general/small-talk/9983-
Private Banking Recommendations in Singapore (all advise welcomed),http://www.sqtalk.com/forum/forum/general/small-talk/10027-
USAF selects Boeing for KC-X contract,http://www.sqtalk.com/forum/forum/general/small-talk/10041-
Mobile Phones - What Are You Currently Using?,http://www.sqtalk.com/forum/forum/general/small-talk/305-
Question for Marine/Shipping Folk,http://www.sqtalk.com/forum/forum/general/small-talk/9848-
The most you've paid per flown mile on an airline ticket?,http://www.sqtalk.com/forum/forum/general/small-talk/10022-
Anecdotes of Travel,http://www.sqtalk.com/forum/forum/general/small-talk/9948-
Marriott Vacation Club,http://www.sqtalk.com/forum/forum/general/small-talk/9999-
Oh the Irony!,http://www.sqtalk.com/forum/forum/general/small-talk/9965-
What Cars Do You Drive?,http://www.sqtalk.com/forum/forum/general/small-talk/1074-
Airline Tailfin USB Drive,http://www.sqtalk.com/forum/forum/general/small-talk/9917-
Most unusual customer requests,http://www.sqtalk.com/forum/forum/general/small-talk/9941-
Maldives but closer..,http://www.sqtalk.com/forum/forum/general/small-talk/9912-
Breaking News: Bomb blast at Moscow's Domodedovo; 31 dead,http://www.sqtalk.com/forum/forum/general/small-talk/9898-
What are your favorite fragrances?,http://www.sqtalk.com/forum/forum/general/small-talk/719-
"Boeing 747-8 Intercontinental Premiere - February 13, 2011",http://www.sqtalk.com/forum/forum/general/small-talk/9883-
Booking flights through Amex Platinum Charge Card,http://www.sqtalk.com/forum/forum/general/small-talk/9882-
